Practica Centro;Valor;COD NBU;Descripcion NBU;Similitud;Estado
Hormona antimulleriana;100181,93;662790;ANTIMULLERIANA, HORMONA (HAM);0.8053;Encontrado
3 alfa diol glucurónido;55761,94;662666;ANDROSTENEDIOL GLUCURÓNIDO (ALFA DIOL GLUCURONIDO);0.7297;Encontrado
A.C.E;51784,21;;;;No Encontrado
A.C.R.E.;146039,97;;;;No Encontrado
A.T.P.;38607,73;;;;No Encontrado
Ac. Anti - jo - 1;21642,19;666912;JO-1, Ac. Anti-;1.0;Encontrado
Ac. Anti - s.s.b. (la);19872,94;666930;LA, Ac. Anti- (LA/SSB);0.8346;Encontrado
Ac. Anti - scl 70;19862,62;668999;SCLERODERMIA - SCL 70, Ac. Anti-;0.8162;Encontrado
Ac. Anti - sm;20091,11;669110;SM, Ac. Anti-;1.0;Encontrado
Ac. Anti gliadina iga;30223,88;669561;TOXOPLASMOSIS, Ac. IgA Anti-;0.5208;Encontrado
Ac. Anti gliadina igg;30319,07;665583;GLIADINA, Ac. IgG Anti- PÉPTIDO DEAMIDADO de (DGP-IgG Anti-);0.6254;Encontrado
Ac. Anti- r.n.p.;19917,52;666862;INSULINA, Ac. Anti- (Ac. Anti- IAA);0.6021;Encontrado
Ac. Anti- r.n.p.;19917,52;666560;IA 2, Ac. Anti- (Ac. Anti- TIROSINFOSFATASA 2);0.5854;Encontrado
Ac. Anti- r.n.p.;19917,52;665896;"HEPATITIS B, Ac. Anti- ""e"" (HBe Ac)";0.5667;Encontrado
Ac. Anti- r.n.p.;19917,52;666008;HEPATITIS E, Ac. IgG Anti-;0.541;Encontrado
Ac. Anti- r.n.p.;19917,52;668135;PARAINFLUENZA I, Ac. Anti-;0.5386;Encontrado
Ac. Anti- r.n.p.;19917,52;665939;HEPATITIS C, Ac. Anti- IgM;0.5381;Encontrado
Ac. Anti- r.n.p.;19917,52;668375;PLAQUETAS, Ac. Anti-;0.5179;Encontrado
Ac. Anti -s.s.a. (ro).;19901,60;668905;Ro, Ac. Anti- (Ro/SSA);0.8767;Encontrado
Acetona en sangre;25283,34;662051;ACETONA CUANTITATIVA - sérica;0.8106;Encontrado
Acetona en sangre;25283,34;662059;ACETONA CUANTITATIVA - urinaria;0.5309;Encontrado
ACIDO FORMICO;13380,32;;;;No Encontrado
ACIDO TRICLOROACETICO;13345,27;;;;No Encontrado
ACROSINA;66775,48;;;;No Encontrado
Adenovirus Ac. Anti (igg);28187,13;662427;ADENOVIRUS, Ac. IgG o Totales, Anti-;0.8422;Encontrado
Adenovirus Ac. Anti (igg);28187,13;662435;ADENOVIRUS, Ac. IgM, Anti-;0.7952;Encontrado
Adenovirus Ac. Anti (igg);28187,13;662446;ADENOVIRUS - PCR;0.6334;Encontrado
Adenovirus Ac. Anti (igg);28187,13;662444;ADENOVIRUS, Ag.;0.6001;Encontrado
Adenovirus Ac. Anti (igm);28187,13;662435;ADENOVIRUS, Ac. IgM, Anti-;1.0;Encontrado
Adenovirus Ac. Anti (igm);28187,13;662427;ADENOVIRUS, Ac. IgG o Totales, Anti-;0.6697;Encontrado
Adenovirus Ac. Anti (igm);28187,13;662446;ADENOVIRUS - PCR;0.6307;Encontrado
Adenovirus Ac. Anti (igm);28187,13;662444;ADENOVIRUS, Ag.;0.5976;Encontrado
Adenovirus antigeno;32057,94;662446;ADENOVIRUS - PCR;0.5845;Encontrado
Adenovirus antigeno;32057,94;662444;ADENOVIRUS, Ag.;0.5538;Encontrado
Adenovirus antigeno;32057,94;662435;ADENOVIRUS, Ac. IgM, Anti-;0.521;Encontrado
ADHESIVIDAD PLAQUET;29028,80;668358;PLAQUETARIA ADHESIVIDAD;0.5095;Encontrado
Agregación plaquetaria;21258,50;669898;VITAMINA C (plaquetaria);0.5037;Encontrado
Aldosterona orina (rie);20817,48;660019;ALDOSTERONA.;0.646;Encontrado
Aldosterona orina (rie);20817,48;662461;ALDOSTERONA - urinaria;0.5275;Encontrado
Alfa 17 hidroxiprogesterona;16100,66;667751;"NEONATAL, 17-HIDROXIPROGESTERONA (17-HO-Pg-
Neo)";0.6078;Encontrado
ALFA 2 ANTIPLASMINA;73479,09;662521;Alfa 2 ANTIPLASMINA;1.0;Encontrado
ALFA-2-MACROGLOBULINA;3666,79;;;;No Encontrado
ALPRAZOLAM;26799,85;662572;ALPRAZOLAM;1.0;Encontrado
Amikacina (f.p.i.a.);22498,25;662606;AMIKACINA;1.0;Encontrado
Amonemia;15609,60;660031;AMONEMIA.;1.0;Encontrado
ANCA Ac.anti;31926,96;663734;"CITOPLASMA DE NEUTROFILO, Ac. Anti- c/u (ANCA C, P
- c/u)";0.5927;Encontrado
Androstenodiona 4 delta;15960,69;664350;"Delta-BHC (?-HCH) - delta-HEXACLORURO de BENCENO
- delta-HEXACLORAN - delta-LINDANO - delta- 1,2,3,4,5,6-HEXACLOROCICLOHEXANO.";0.5235;Encontrado
Antic. Anti fracción mitocondrial m2;55048,64;667571;MITOCONDRIAL M2, Ac. Anti- (AMA M2);0.6524;Encontrado
Antic. Anti islotes pancreáticos;83826,79;;;;No Encontrado
Antic. Anti-actina;40545,53;;;;No Encontrado
Antic. Anti-neumococo;87903,55;667794;NEUMOCOCO, Ac. Anti-;0.7576;Encontrado
ANTIC. ANTI-TOXOIDE TETANICO;61267,98;;;;No Encontrado
Anticuerpos anti b2 gp1;129880,87;;;;No Encontrado
Anticuerpos antifosfolípidos;45581,27;;;;No Encontrado
Anticuerpos antigangliósidos gm-1;214709,26;;;;No Encontrado
Antígeno Von Willebrand;95876,54;665116;FACTOR VON WILLEBRAND, Funcional;0.6831;Encontrado
Antígeno Von Willebrand;95876,54;665119;FACTOR VON WILLEBRAND (Inmunológico);0.6791;Encontrado
ANTIMONIO  (orina);26649,39;662782;ANTIMONIO - urinario;1.0;Encontrado
ANTIMONIO  (orina);26649,39;662780;ANTIMONIO - sérico;0.709;Encontrado
Antitrombina III;41461,96;662803;ANTITROMBINA III FUNCIONAL;0.8194;Encontrado
Antitrombina III;41461,96;660058;ANTITROMBINA III - con calibración de tres (3) puntos.;0.5277;Encontrado
"Apolipoproteina ""a""";12241,27;662810;APOLIPOPROTEINA A (ApoA);0.6532;Encontrado
"Apolipoproteina ""a""";12241,27;662811;APOLIPOPROTEINA B (ApoB);0.6532;Encontrado
"Apolipoproteina ""a""";12241,27;662815;APOLIPOPROTEINA E, GENOTIPO (Apo E);0.5372;Encontrado
"Apolipoproteina ""b""";12223,63;662810;APOLIPOPROTEINA A (ApoA);0.6532;Encontrado
"Apolipoproteina ""b""";12223,63;662811;APOLIPOPROTEINA B (ApoB);0.6532;Encontrado
"Apolipoproteina ""b""";12223,63;662815;APOLIPOPROTEINA E, GENOTIPO (Apo E);0.5372;Encontrado
Arsénico en orina;20519,71;662834;ARSÉNICO - pelo;0.6045;Encontrado
Arsénico en orina;20519,71;662837;ARSÉNICO - uña;0.5321;Encontrado
Aspergillus investig.de anticuerpos;19762,64;;;;No Encontrado
Bartonella Henselae  Antic.igg;111793,32;662912;BARTONELLA HENSELAE, Ac. IgG Anti-;0.8159;Encontrado
Bartonella Henselae  Antic.igg;111793,32;662914;BARTONELLA HENSELAE, Ac. IgM Anti-;0.7112;Encontrado
Bartonella Henselae Antic. Igm;111861,88;662914;BARTONELLA HENSELAE, Ac. IgM Anti-;0.8166;Encontrado
Bartonella Henselae Antic. Igm;111861,88;662912;BARTONELLA HENSELAE, Ac. IgG Anti-;0.7114;Encontrado
BEDSON REACCION DE;13591,58;;;;No Encontrado
Beta - H.C.G.;12500,39;663016;Beta-BHC (?-HCH) - beta-HEXACLORURO de BENCENO - beta-HEXACLORAN - beta-LINDANO - beta-1,2,3,4,5,6- HEXACLOROCICLOHEXANO.;0.8245;Encontrado
Beta - H.C.G.;12500,39;663034;Beta GALACTOSIDASA;0.5876;Encontrado
Beta - H.C.G.;12500,39;663042;Beta GLUCOCEREBROSIDASA;0.5876;Encontrado
Beta - H.C.G.;12500,39;663062;Beta MANOSIDASA;0.5876;Encontrado
Beta - H.C.G.;12500,39;667503;MICROGLOBULINA BETA 2;0.5876;Encontrado
Beta - H.C.G.;12500,39;663051;Beta LACTAMASA;0.5675;Encontrado
Beta - H.C.G.;12500,39;662982;Beta 2 GLICOPROTEÍNA, Ac. IgG Anti-;0.5142;Encontrado
Beta - H.C.G.;12500,39;662111;ÁCIDO BETA HIDROXIBUTÍRICO;0.514;Encontrado
Beta - H.C.G.;12500,39;662984;Beta 2 GLICOPROTEÍNA, Ac. IgM Anti-;0.5129;Encontrado
Beta - H.C.G.;12500,39;663056;Beta Libre hCG;0.5127;Encontrado
Beta 2 microglob - suero -;29015,42;;;;No Encontrado
Beta 2 microglobulina -orina-;29348,33;667503;MICROGLOBULINA BETA 2;0.9161;Encontrado
Bordetella Pertusis (I.F.I.)(igg);103657,25;663102;BORDETELLA PERTUSIS, Ac. IgG Anti-;0.9282;Encontrado
Bordetella Pertusis (I.F.I.)(igg);103657,25;663120;BORDETELLA PERTUSIS -  PCR;0.8506;Encontrado
Bordetella Pertusis (I.F.I.)(igg);103657,25;663119;BORDETELLA PERTUSIS, Ag.;0.8254;Encontrado
Bordetella Pertusis (I.F.I.)(igg);103657,25;663110;BORDETELLA PERTUSIS, Ac. IgM Anti-;0.7964;Encontrado
Bordetella Pertusis (I.F.I.)(igm);103707,36;663110;BORDETELLA PERTUSIS, Ac. IgM Anti-;0.9285;Encontrado
Bordetella Pertusis (I.F.I.)(igm);103707,36;663120;BORDETELLA PERTUSIS -  PCR;0.8481;Encontrado
Bordetella Pertusis (I.F.I.)(igm);103707,36;663119;BORDETELLA PERTUSIS, Ag.;0.823;Encontrado
Bordetella Pertusis (I.F.I.)(igm);103707,36;663102;BORDETELLA PERTUSIS, Ac. IgG Anti-;0.7961;Encontrado
Borrellia burgdorferi anti.ac.;93953,33;663128;BORRELLIA BUGDORFERI, Ac. IgG Anti-;0.5198;Encontrado
Borrellia burgdorferi anti.ac.;93953,33;663136;BORRELLIA BUGDORFERI, Ac. IgM Anti-;0.5187;Encontrado
Bromazepam;22562,16;;;;No Encontrado
BROMURO (orina);26399,70;663153;BROMURO - sérico;0.709;Encontrado
Brucella ab. Ac. Anti (ifi - igm);13832,94;;;;No Encontrado
Brucella AB.Ac. Anti (IFI);13830,91;;;;No Encontrado
BUFOTENINA 24 HS;28550,91;662299;ÁCIDO OXALICO - urinario (2/ 12 / 24 hs. - c/u);0.5157;Encontrado
C 1 inhibidor;23951,08;;;;No Encontrado
C p k  - mb;16097,88;;;;No Encontrado
C1-q;41527,46;;;;No Encontrado
Ca 125 (o);46855,29;661115;MARCADOR TUMORAL de OVARIO (CA 125);0.6106;Encontrado
Ca 15/3 (m);45280,30;661120;MARCADOR TUMORAL de MAMA (CA 15. 3);0.5944;Encontrado
Ca 19/9 (d);44980,13;661125;MARCADOR TUMORAL de COLON (CA 19. 9);0.5601;Encontrado
Ca 72/4;97534,19;663247;CA 72-4 (MARCADOR TUMORAL GÁSTRICO);0.6143;Encontrado
Cadenas kappa en orina;9041,26;;;;No Encontrado
Cadenas kappa en suero;15906,56;;;;No Encontrado
Cadenas lambda en orina;8626,40;;;;No Encontrado
Cadenas lambda en suero;16476,71;;;;No Encontrado
Cadmio en orina;24488,45;660132;CADMIO (Cd) - urinario.;0.7587;Encontrado
Cadmio en orina;24488,45;663262;CADMIO (Cd) - pelo;0.5054;Encontrado
Cafeína;49010,24;;;;No Encontrado
Cándida Albicans Ac. Anti;68565,80;;;;No Encontrado
Carbamazepina hplc;17180,15;;;;No Encontrado
Carboxihemoglobina;19193,96;663375;CARBOXIHEMOGLOBINA;1.0;Encontrado
Cardiolipina Ac. Anti (iga);56852,64;669561;TOXOPLASMOSIS, Ac. IgA Anti-;0.5053;Encontrado
Cardiolipina Ac. Anti (igm);29274,55;;;;No Encontrado
Cardiolipina Ac.anti (igg);29264,28;;;;No Encontrado
Carga viral h.i.v. (p.c.r.);415770,87;665914;HEPATITIS B, Carga viral;0.8574;Encontrado
Carga viral h.i.v. (p.c.r.);415770,87;661105;HIV, CARGA VIRAL.;0.8166;Encontrado
Carga viral h.i.v. (p.c.r.);415770,87;662448;ADENOVIRUS - Carga viral;0.7982;Encontrado
Carga viral h.i.v. (p.c.r.);415770,87;665956;HEPATITIS C, Carga viral (PCR);0.7917;Encontrado
Carga viral h.i.v. (p.c.r.);415770,87;666100;HERPES VIRUS 6 HUMAN - Carga Viral;0.6329;Encontrado
Carga viral h.i.v. (p.c.r.);415770,87;668466;POLIOMAVIRUS JC, Carga viral - sangre u orina;0.5474;Encontrado
Carga viral h.i.v. (p.c.r.);415770,87;668463;POLIOMAVIRUS BK, Carga viral - sangre u orina;0.539;Encontrado
Carga viral h.i.v. (p.c.r.);415770,87;668009;PAPILOMA VIRUS HUMANO - HPV (Carga viral);0.5296;Encontrado
Carga viral h.i.v. (branched);422479,73;665914;HEPATITIS B, Carga viral;0.6232;Encontrado
Carga viral h.i.v. (branched);422479,73;661105;HIV, CARGA VIRAL.;0.5936;Encontrado
Carga viral h.i.v. (branched);422479,73;662448;ADENOVIRUS - Carga viral;0.5802;Encontrado
Carga viral h.i.v. (branched);422479,73;665956;HEPATITIS C, Carga viral (PCR);0.5755;Encontrado
Carga viral hepatitis b;261612,27;665914;HEPATITIS B, Carga viral;1.0;Encontrado
Carga viral hepatitis b;261612,27;665956;HEPATITIS C, Carga viral (PCR);0.9233;Encontrado
Carga viral hepatitis b;261612,27;661105;HIV, CARGA VIRAL.;0.7002;Encontrado
Carga viral hepatitis b;261612,27;662448;ADENOVIRUS - Carga viral;0.6844;Encontrado
Carga viral hepatitis b;261612,27;666100;HERPES VIRUS 6 HUMAN - Carga Viral;0.5427;Encontrado
Carga viral hepatitis c;401689,87;665914;HEPATITIS B, Carga viral;1.0;Encontrado
Carga viral hepatitis c;401689,87;665956;HEPATITIS C, Carga viral (PCR);0.9233;Encontrado
Carga viral hepatitis c;401689,87;661105;HIV, CARGA VIRAL.;0.7002;Encontrado
Carga viral hepatitis c;401689,87;662448;ADENOVIRUS - Carga viral;0.6844;Encontrado
Carga viral hepatitis c;401689,87;666100;HERPES VIRUS 6 HUMAN - Carga Viral;0.5427;Encontrado
Catecolaminas Libres (ne) - orina -;7839,42;;;;No Encontrado
Catecolaminas Libres (da) - orina -;8059,89;;;;No Encontrado
Catecolaminas libres (e) - orina -;8204,07;;;;No Encontrado
Catecolaminas (da) plasma;49485,47;;;;No Encontrado
Catecolaminas (e) plasma;49552,99;663478;CATECOLAMINAS - LCR;0.5702;Encontrado
Catecolaminas (ne) plasma;49553,31;;;;No Encontrado
CD 3 CITOPLASMATICO;33097,90;;;;No Encontrado
CD-1;33039,82;660132;CADMIO (Cd) - urinario.;0.5347;Encontrado
CD-10 = J5 = CALLA;33040,56;;;;No Encontrado
CD-11 = MO-1;33040,07;;;;No Encontrado
CD-13 = MY-7;33039,71;;;;No Encontrado
CD-14 = MY-4;33039,95;;;;No Encontrado
CD-15;33039,92;;;;No Encontrado
Cd-16 = nkh-1;54595,54;;;;No Encontrado
Cd-19 = b4;53265,47;;;;No Encontrado
CD-2 = OKT 11;33082,48;;;;No Encontrado
Cd-20;53586,76;;;;No Encontrado
CD-22;33083,97;;;;No Encontrado
CD-22 CITOPLASMATICO;33055,82;;;;No Encontrado
CD-23;33040,26;;;;No Encontrado
CD-25;33040,26;669905;"VITAMINA D  (1,25-DIHIDROXICOLECALCIFEROL O
CALCITRIOL - 1,25-VITAMINA D";0.5249;Encontrado
Cd-3 = t3 = okt-3;51022,59;;;;No Encontrado
"CD-30 (Ag. de Activacion ""B"" )";33098,35;;;;No Encontrado
CD-33;33040,26;;;;No Encontrado
CD-34 (STEM-CELL);33040,26;;;;No Encontrado
CD-38;33040,26;;;;No Encontrado
Cd-4 = t4 = okt-4;49615,65;;;;No Encontrado
CD-41 (PLT);33098,75;;;;No Encontrado
CD-45 (PANLEUCOCITARIO);33040,26;;;;No Encontrado
Cd-5 = t1;53446,51;;;;No Encontrado
CD-61 (Ag. Plaqueterio );33099,47;;;;No Encontrado
CD-7 = OKT-16 = LEU 9;33040,26;;;;No Encontrado
Cd-8 = t8 = okt-8;51096,86;;;;No Encontrado
Célula parietal gástrica Ac. Anti;11569,65;;;;No Encontrado
CELULAS REDONDAS;12451,66;;;;No Encontrado
Centrómero Ac. Anti;24158,27;;;;No Encontrado
Chagas ( elisa );6885,45;663571;CHAGAS, Ac. IgM Anti- (ELISA);0.8254;Encontrado
Chagas ( elisa );6885,45;663576;CHAGAS, (PCR);0.6175;Encontrado
Chagas ( elisa );6885,45;660243;CHAGAS, Ac. Totales / IgG (IFI / ELISA / QL);0.563;Encontrado
Chagas (invest.de Tripomastigotes);6762,24;;;;No Encontrado
Chagas igm (ifi);6448,31;663572;CHAGAS, Ac. IgM Anti- (IFI);0.9121;Encontrado
Chagas igm (ifi);6448,31;663571;CHAGAS, Ac. IgM Anti- (ELISA);0.5801;Encontrado
Chagas igm (ifi);6448,31;663576;CHAGAS, (PCR);0.56;Encontrado
Chagas igm (ifi);6448,31;660243;CHAGAS, Ac. Totales / IgG (IFI / ELISA / QL);0.5072;Encontrado
Chagas igm (ifi);6448,31;669588;TOXOPLASMOSIS, Ac. IgM Anti- (IFI);0.504;Encontrado
Chlamydias resp.Ac. Anti(igm);20074,49;;;;No Encontrado
Chlamydias resp.Ac.anti(igg);19313,44;661020;CHLAMYDIAS PNEUMONIAE, Ac. Anti- IgG;0.6176;Encontrado
Chlamydias respiratorias antígeno;49413,47;;;;No Encontrado
Chlamydias trachomatis;57521,37;;;;No Encontrado
Chlamydias trachomatis (if directa);41255,57;;;;No Encontrado
Chlamydias trachomatis (serología);0,00;;;;No Encontrado
Ciclosporina monoclonal (se);35579,40;;;;No Encontrado
Citomegalovirus  (pp65);88166,84;;;;No Encontrado
Citomegalovirus (cultivo liq.biol.);173891,17;;;;No Encontrado
Citomegalovirus Ac. Anti (igg);19281,93;661025;CITOMEGALOVIRUS, Ac. IgG Anti- (CMV-IgG);0.7778;Encontrado
Citomegalovirus Ac. Anti (igg);19281,93;666008;HEPATITIS E, Ac. IgG Anti-;0.5047;Encontrado
Citomegalovirus Ac. Anti (igm);19500,05;661030;CITOMEGALOVIRUS, Ac. IgM Anti- (CMV-IgM);0.7801;Encontrado
Citomegalovirus Ac. Anti (igm);19500,05;665939;HEPATITIS C, Ac. Anti- IgM;0.5095;Encontrado
Citomegalovirus antig. (liq.biolog);183627,75;;;;No Encontrado
CITOMEGALOVIRUS POR PCR EN LCR;180045,77;;;;No Encontrado
Clearence de alfa 1 antitripsina;56833,49;662495;"Alfa 1 ANTITRIPSINA, CLEARENCE de (?1 AT - Clearence)
- M.F. / sérica.";0.8264;Encontrado
Clobazam;33623,38;;;;No Encontrado
Clonazepan h.p.l.c.;33465,81;;;;No Encontrado
Clostridium difficile toxina;86771,99;663760;CLOSTRIDIUM DIFFICILE, Toxina A - materia fecal.;0.8442;Encontrado
Cobre en orina;14666,15;663820;COBRE - urinario;0.9012;Encontrado
Cobre en orina;14666,15;663814;COBRE - eritrocitario;0.5584;Encontrado
Cofactor de ristocetina;70690,96;663905;COFACTOR DE RISTOCETINA;1.0;Encontrado
Colesterol HDL;5078,55;661035;COLESTEROL HDL (HDL-C);0.9528;Encontrado
Colesterol HDL;5078,55;663910;COLESTEROL NO HDL;0.817;Encontrado
Colesterol LDL;5192,38;661040;COLESTEROL LDL (LDL-C);0.9543;Encontrado
Colesterol VLDL;4260,69;669930;"VLDL-COLESTEROL, LIPOPROTEINA DE MUY BAJA
DENSIDAD.";0.5495;Encontrado
Colinesterasa eritrocitaria;13008,03;;;;No Encontrado
Complem. Inmunocirculantes (CIC;46051,67;;;;No Encontrado
Complemento C 3;6525,64;660120;C3 - COMPLEMENTO;0.6303;Encontrado
Complemento C 3;6525,64;660121;C4 - COMPLEMENTO;0.6303;Encontrado
Complemento C 3;6525,64;663926;COMPLEMENTO C2;0.6303;Encontrado
Complemento C 3;6525,64;660179;COMPLEMENTO, ACTIVIDAD TOTAL.- COMPLEMENTO 50% LISIS (CH-50);0.5207;Encontrado
Complemento C 3;6525,64;663170;BRUCELOSIS (Fijación de Complemento);0.5119;Encontrado
Complemento C 4;6553,09;660120;C3 - COMPLEMENTO;0.6303;Encontrado
Complemento C 4;6553,09;660121;C4 - COMPLEMENTO;0.6303;Encontrado
Complemento C 4;6553,09;663926;COMPLEMENTO C2;0.6303;Encontrado
Complemento C 4;6553,09;660179;COMPLEMENTO, ACTIVIDAD TOTAL.- COMPLEMENTO 50% LISIS (CH-50);0.5207;Encontrado
Complemento C 4;6553,09;663170;BRUCELOSIS (Fijación de Complemento);0.5119;Encontrado
Concentración Inhibitoria mín.(CIM);48631,30;;;;No Encontrado
CONSUMO DE PROTROMBINA;3449,17;660769;PROTROMBINA, CONSUMO DE;1.0;Encontrado
CONVERSION DE PROT.A TROMBINA;6925,61;;;;No Encontrado
Coprocultivo;8506,21;660187;COPROCULTIVO.;1.0;Encontrado
CORIOMENINGITIDIS ANTIC;78829,79;;;;No Encontrado
Cortisol (post - acth);16436,75;660189;CORTISOL.;0.5705;Encontrado
CORTISOL (POST - DMT );10180,73;660189;CORTISOL.;0.5581;Encontrado
Cortisol libre (orina);16123,79;664008;CORTISOL LIBRE - urinario (CLU);0.7718;Encontrado
Cortisol libre (orina);16123,79;660189;CORTISOL.;0.6948;Encontrado
COXIELLA BURNETTI ANTIC.IgG;76066,81;664059;COXIELLA BURNETTI, Ac. IgM Anti-;0.7237;Encontrado
COXIELLA BURNETTI Antic.IgM;76281,45;664059;COXIELLA BURNETTI, Ac. IgM Anti-;0.8245;Encontrado
Coximetria;10405,69;;;;No Encontrado
COXSACKIE B1 Ac. anti;19812,73;664068;COXSACKIE VIRUS A, 2-7-9, Ac. Anti- (c/u);0.5706;Encontrado
COXSACKIE B1 Ac. anti;19812,73;664093;COXSACKIE VIRUS B, 1-2-3-4-5-6, Ac. Anti- (c/u);0.5706;Encontrado
COXSACKIE B1 Ac. anti;19812,73;664102;COXSACKIE VIRUS B, 1-2-3-4-5-6, Ac. IgM Anti- (c/u);0.523;Encontrado
Coxsackie B2 Ac. Anti;23397,95;664068;COXSACKIE VIRUS A, 2-7-9, Ac. Anti- (c/u);0.5545;Encontrado
Coxsackie B2 Ac. Anti;23397,95;664093;COXSACKIE VIRUS B, 1-2-3-4-5-6, Ac. Anti- (c/u);0.5545;Encontrado
Coxsackie B2 Ac. Anti;23397,95;664102;COXSACKIE VIRUS B, 1-2-3-4-5-6, Ac. IgM Anti- (c/u);0.5083;Encontrado
COXSACKIE B3 Ac. anti;20059,58;664068;COXSACKIE VIRUS A, 2-7-9, Ac. Anti- (c/u);0.5282;Encontrado
COXSACKIE B3 Ac. anti;20059,58;664093;COXSACKIE VIRUS B, 1-2-3-4-5-6, Ac. Anti- (c/u);0.5282;Encontrado
COXSACKIE B4 Ac. anti;20070,02;664068;COXSACKIE VIRUS A, 2-7-9, Ac. Anti- (c/u);0.5434;Encontrado
COXSACKIE B4 Ac. anti;20070,02;664093;COXSACKIE VIRUS B, 1-2-3-4-5-6, Ac. Anti- (c/u);0.5434;Encontrado
COXSACKIE B5 Ac. anti;19805,47;664068;COXSACKIE VIRUS A, 2-7-9, Ac. Anti- (c/u);0.5282;Encontrado
COXSACKIE B5 Ac. anti;19805,47;664093;COXSACKIE VIRUS B, 1-2-3-4-5-6, Ac. Anti- (c/u);0.5282;Encontrado
COXSACKIE B6 Ac. anti;19805,44;664068;COXSACKIE VIRUS A, 2-7-9, Ac. Anti- (c/u);0.5706;Encontrado
COXSACKIE B6 Ac. anti;19805,44;664093;COXSACKIE VIRUS B, 1-2-3-4-5-6, Ac. Anti- (c/u);0.5706;Encontrado
COXSACKIE B6 Ac. anti;19805,44;664102;COXSACKIE VIRUS B, 1-2-3-4-5-6, Ac. IgM Anti- (c/u);0.523;Encontrado
Creatina en orina;0,00;664105;CREATINA - sérica;0.654;Encontrado
Creatina en orina;0,00;664106;CREATINA - urinaria;0.6442;Encontrado
Creatinina en orina;2025,34;660192;CREATININA - en sangre;0.7193;Encontrado
Creatinina en orina;2025,34;660191;CREATININA - en orina;0.7027;Encontrado
Cromo orina - absorción atómica;24420,63;;;;No Encontrado
Cromo suero - absorción atómica;25739,68;;;;No Encontrado
Cryptococcus neoformans (antig);54644,49;;;;No Encontrado
Cryptosporidium sp;17945,74;664256;CRYPTOSPORIDIUM Sp,;1.0;Encontrado
CUERPOS DE HEINZ;4023,55;660464;HEINZ, CUERPOS DE (tinción);0.8368;Encontrado
Cupremia (absorción atómica);19198,22;;;;No Encontrado
CYFRA 21-1;109238,15;663239;CA 21-1 (MARCADOR TUMORAL de PULMÓN) - CYFRA 21-1;0.7076;Encontrado
D R = I 2;33002,02;;;;No Encontrado
D.a.o. anfetaminas;23507,14;662688;ANFETAMINAS / METANFETAMINAS, confirmatorio;0.6019;Encontrado
D.a.o. barbituratos;26483,09;662888;BARBITURATOS, Confirmatorio.;0.7783;Encontrado
D.a.o. benzodiazepinas;26485,10;662945;BENZODIAZEPINAS, Confirmatorio.;0.7783;Encontrado
D.a.o. cannabinoides (met);22949,36;;;;No Encontrado
D.a.o. cocaína (metab.);26876,73;;;;No Encontrado
D.A.O. FENCICLIDINA;13734,35;;;;No Encontrado
D.a.o. metadona;23483,05;667401;METADONA (FPIA);0.7071;Encontrado
D.a.o. opiáceos;26925,16;;;;No Encontrado
D.A.O. PROPOXIFENO;13763,31;668597;PROPOXIFENO - NORPROPOXIFENO;0.6885;Encontrado
D.h.e.a. sulfato- suero -(rie);14941,88;;;;No Encontrado
D.N.A. Ac. Anti (IFI);14089,10;669588;TOXOPLASMOSIS, Ac. IgM Anti- (IFI);0.6941;Encontrado
D.N.A. Ac. Anti (IFI);14089,10;663572;CHAGAS, Ac. IgM Anti- (IFI);0.6853;Encontrado
D.N.A. Ac. Anti (IFI);14089,10;666173;HIDATIDOSIS, Ac. IgM Anti- (IFI);0.6649;Encontrado
D.N.A. Ac. Anti (IFI);14089,10;666990;LEPTOSPIRA, Ac. Anti- (ELISA / IFI);0.6117;Encontrado
D.N.A. Ac. Anti (IFI);14089,10;660484;HIDATIDOSIS, Ac. IgG ó Totales Anti- (IFI);0.5891;Encontrado
D.N.A. Ac. Anti (IFI);14089,10;661100;HIDATIDOSIS, Ac. IgG ó Totales Anti- (IFI);0.5891;Encontrado
D.N.A. Ac. Anti (IFI);14089,10;660622;LISTERIAS, Ac. Anti - (IFI - ELISA);0.5751;Encontrado
D.N.A. Ac. Anti (IFI);14089,10;660871;TOXOPLASMOSIS (IFI);0.5441;Encontrado
D.N.A. Ac. Anti (IFI);14089,10;667614;MUCOSA GÁSTRICA, Ac. Anti- (CELULAS PARIETALES Ac. Anti- (IFI);0.5104;Encontrado
D.N.A. Ac. Anti (IFI);14089,10;663162;BRUCELOSIS (IFI);0.5049;Encontrado
D-dímero;50807,27;;;;No Encontrado
Deoxipiridinolina;44415,31;;;;No Encontrado
DETECCION DE IgG ASOCIADA A PLAQUETAS;104210,13;666634;IgG - INMUNOGLOBULINA G, ASOCIADA A PLAQUETAS.;0.6871;Encontrado
DETECCION DE IgG ASOCIADA A PLAQUETAS;104210,13;666666;IgM - INMUNOGLOBULINA M, ASOCIADA A PLAQUETAS.;0.5954;Encontrado
Diazepam;27163,80;;;;No Encontrado
Difenilhidantoina hplc;17307,68;;;;No Encontrado
ANTICUERPOS ANTI-GANGLIOSIDOS,PANEL(AGM1-GM2-GD1A-GD1B-GQ1B)SUERO;185801,85;665546;GANGLIOSIDOS PANEL, Ac. (IgG + IgM) GM1 Asialo, GM2, GD1A, GD1b, GQ1b;0.689;Encontrado
DREPANOCITOS;11530,51;;;;No Encontrado
