Código Nomenclador;Descripción;Q GAL;Q GAL AY;ANEST;Gto;Q Ay;Norma;Unidad Arancelaria;Forma de Facturación
340806;Investigación de fístulas vasculares pulmonares, comprende aortografía torácica selectiva de arterias y angioneumografía (mínimo doce placas o treinta metros de película) por estudio. D @? .(+07.07.07);24,75;0;0;180;0;;D;
340807;Panarteriografía del cayado aórtico y vasos del cuello, por cateterismo, (mínimo seis placas o quince metros de película) por estudio. D @? .(+ 07.07.06);12;0;0;140;0;;D;
340808;Aortografía por punción lumbar, primera exposición. B? .(+07.07.04);9,75;0;0;40;0;;D;
340809;Aortografía por punción lumbar, por cada exposición subsiguiente y hasta cuatro exposiciones. B;5,25;0;0;30;0;;D;
340810;Arteriografía de arterias medulares y/o intercostales (por estudio completo cualquiera fuere el número de placas y/o sesiones). D? .(+ 07.07.12);36,75;0;0;250;0;;D;
340811;Arteriografía selectiva de las ramas de la aorta abdominal (mínimo seis placas o quince metros de película). D @? (X)?? (+07.07.05);24,75;0;0;140;0;;D;
340812;Arteriografías periféricas de los miembros por punción. Primera exposición .B? .(+07.07.14);9,75;0;0;35;0;;D;
340813;Arteriografías periféricas de los miembros (por punción) por cada exposición subsiguiente y hasta cuatro exposiciones. B? .(+ 07.07.14);5,25;0;0;25;0;;D;
340814;Cavografía (primera exposición).? .(+ 07.07.09);7,5;0;0;35;0;;D;
340815;Cavografía por cada exposición subsiguiente y hasta cuatro exposiciónes. B;5,25;0;0;25;0;;D;
340816;Esplenoportografía por punción esplénica.? .(+ 08.09.02);7,5;0;0;35;0;;D;
340817;Esplenoportografía por cada exposición subsiguiente y hasta cuatro exposiciones. B;5,25;0;0;30;0;;D;
340818;Flebografía selectiva de afluentes abdominales o torácico de la vena cava (cavografía selectiva por cateterismo) primera exposición. D @? .(+ 07.07.13);7,5;0;0;35;0;;D;
340819;Flebografía selectiva de afluentes abdominales o torácico de la vena cava, por exposición subsiguiente y hasta cuatro exposiciones. D;5,25;0;0;25;0;;D;
340820;Flebografía de miembro superior o inferior. primera exposición. B? .(+ 07.07.16);7,5;0;0;35;0;;D;
340821;Flebografía de miembro superior o inferior. Por cada exposición subsiguiente y hasta cuatro exposiciones. B;5,25;0;0;25;0;El código 34.08.21 se;D;
340822;Linfografía por exposición. B? .(+ 09.01.08);5,25;0;0;25;0;;D;
340901;Tomografía lineal, cualquiera sea la zona o sistema (mínimo cinco placas) por estudio. E;15;0;0;150;0;;D;
340902;Tomografía hipocicloidal, politomografía, por estudio. E? (X);15;0;0;150;0;;D;
340903;Fistulografía, estudio completo (mínimo dos placas) o estudio. A;5,25;0;0;50;0;;D;
340904;Dacriocistografía (mínimo tres placas) por estudio, sin honorarios de especialista. B;7,5;0;0;60;0;;D;
340905;Radiografía en quirófano o habitación: Cualquiera fuera el estudio efectuado, excluído colangiografía operatoria, primera exposición. A, sin honorarios si no está presente el médico radiólogo.;9,75;0;0;50;0;Esta práctica, es para;D;
340906;radiografía en quirófano o habitación, exposiciones subsiguientes, cada una. A;5,25;0;0;30;0;;D;
340907;Radioscopía en quirófano con amplificadores de imágenes y TV: Por estudio cualquiera fuere el efectuado. D;7,5;0;0;60;0;;D;
340908;Radiografía a domicilio, en radio urbano, cualquiera fuere el estudio efectuado, primera exposición. A;7,5;0;0;80;0;;D;
340909;Radiografía a domicilio, en radio urbano,? exposición subsiguiente, por cada una. A;5,25;0;0;30;0;;D;
341001;T.A.C. Cerebral . I;48,75;0;0;600;0;;D;
341002;T.A.C. Cerebral reforzada. I? (X);60,75;0;0;750;0;La topografía axial refor;D;
341003;T.A.C. cerebral de control. I;24,75;0;0;300;0;La topografía axial refor;D;
341004;T.A.C. Oftalmológica. I;24,75;0;0;300;0;;D;
341005;T.A.C. Tiroidea. I;24,75;0;0;300;0;;D;
341006;T.A.C. Mamaria. I;36,75;0;0;500;0;;D;
341007;T.A.C. Ginecológica. I;48,75;0;0;600;0;El presente código y el;D;
341008;T.A.C. Completa de abdomen. I;73,5;0;0;1000;0;Este código se podrá f;D;
341009;T.A.C. Epatobiliar, esplénica, pancreática, suprarrenal, renal. I;60,75;0;0;750;0;;D;
341010;T.A.C. Torácica.;60,75;0;0;700;0;;D;
341011;T.A.C. Vejiga y próstata.;48,75;0;0;600;0;Este código se podrá f;D;
341012;T.A.C. De otros órganos o regiones.;36,75;0;0;500;0;En el presente código;D;
341013;T.A.C. De columna.;52,5;0;0;700;0;Este código está reserv;D;
350101;;;0;0;20;0;Este código debe ente;D;
350102;;;0;0;30;0;Este código debe ente;D;
350201;;;0;0;0;0;El arancel de este códi;D;
350202;;;0;0;0;0;El arancel de este códi;D;
350203;;;0;0;250;0;El arancel de este códi;D;
360101;Uretrocistoscopía con instrumental rígido.? (X);15;0;0;40;0;Los estudios endoscóp;C;
360102;Uretrocistofibroscopía. (Ver norma idem cod. 36.01.01)? (X);22,5;0;0;342;0;;C;
360103;Sondaje vesical-evacuador, para instilación terapéutiva. (Incluido en consulta)? (X);0;0;0;0;0;;C;INCLUIDO EN CONSULTA
360104;Sondaje vesical (para cistografía de replesión, uretrocistografía). (Incluido en consulta);0;0;0;0;0;;C;INCLUIDO EN CONSULTA
360105;Cistotonomanometría.? (X);15;0;0;35;0;;C;
360106;Dilatación uretral. (Inclido en consulta);0;0;0;0;0;;C;INCLUIDO EN CONSULTA
360107;Uretroscopía. (Ver norma idem código 36.01.01)? (X);7,5;0;0;30;0;;C;
370101;Insuficiencia respiratoria aguda grave sindrome laríngeo, neumotorax hipertensivo.;20;0;0;0;0;;F;
370102;Insuficiencia circulatoria aguda grave (edema aguda de pulmón, embolia de pulmón, arritmia aguda grave, shock.).;20;0;0;0;0;;F;
370103;Insuficiencia suprarrenal aguda.;20;0;0;0;0;;F;
370104;Sindrome psiquiátrico agudo grave (delirium tremends, esquizofrenia aguda, crisis epiléptica sub intrantes).;20;0;0;0;0;;F;
370105;Envenenamientos agudos graves.;20;0;0;0;0;;F;
370106;Pancreatitis aguda hemorragia digestiva;20;0;0;0;0;;F;
400101;Arancel global por cada veinticuatro horas de atención.? (X);39,75;0;0;196;0;Cuando un paciente se;G;NO FACTURABLE CON OTROS CODIGOS
400102;Control de presión, por cateterismo cardíaco, en arteria y capilar pulmonar y/o medición de volumen minuto por termodilución (primera determinación).;8;0;0;88;0;Cuando se realiza cont;C;
400103;Por determianción subsiguiente y hasta un máximo de seis por veinticuatro horas.;5;0;0;22;0;;C;
400104;Determinación de consumo de oxígeno por métodos directos.;8;0;0;44;0;Este código no esta in;C;
410101;Arancel global por cada veinticuatro horas de atención.? (X);8,5;0;0;90;0;;G;
420101;Consulta médica.? (X);10;0;0;0;0;En los establecimiento;F;
420103;Consulta médica en horario nocturno y/o días feriados.? (X);11;0;0;0;0;No podrá facturarse par;F;
420201;Visita médica.? (X);12;0;0;0;0;;F;
420202;Arancel por cada diez kilómetros. Recorridos fuera del radio urbano, se adicionará.;3;0;0;0;0;Este código se aplica e;F;
420203;Visita médica en horario nocturno y/o días feriados.? (X);13;0;0;0;0;;F;
420301;Atención médica en internación clínica, por día de internación.? (X);10;0;0;0;0;;F;
420303;Interconsulta especializada en internación.? (X);12;0;0;0;0;;F;
430101;Una cama en habitación de dos con ba?o privado.;0;0;0;57;0;INCLUYE: Uso de cam;G;
430102;Una cama en habitación de dos con ba?o intermedio.;0;0;0;43;0;;G;
430103;Una cama en habitación de tres con ba?o incluído.;0;0;0;38;0;;G;
430104;Una cama en habitación de más de tres con ba?o incluído.;0;0;0;34;0;;G;
430105;Atención del recién nacido en la habitación de la madre (arnshm y/o nursery).;0;0;0;23;0;#¿NOMBRE?;G;
430106;Una cama para acompa?ante en habitación de dos coamas con ba?o privado.;0;0;0;68;0;INCLUYE: uso de cam;G;
430107;Una cama para acompa?ante en habitación de dos camas con ba?o intermedio.;0;0;0;47;0;INCLUYE: uso de cam;G;
430108;Una cama para acompa?ante en habitación de tres camas con ba?o incluido.;0;0;0;41;0;INCLUYE: uso de cam;G;
430201;Curaciones.;0;0;0;8,5;0;El nomenclador estable;C;
430202;Curaciones quemados.;0;0;0;25;0;;C;
430301;En consultorio externo, cada aplicación.;0;0;0;2;0;;C;
430401;Nebulización con nebulizador (incluido oxígeno).;0;0;0;5;0;;C;
430402;Nebulización con respirador o nebulizador ultrasónico (incluido oxígeno).;0;0;0;10;0;Esta práctica no perten;C;
430501;Incubadoras tipo isolette o similar, por día.;0;0;0;26;0;Cuando el paciente est;G;
430601;Por día.;0;0;0;19;0;Este gasto se podrá fa;C;
430901;Por día.;0;0;0;20;0;Este código será de ap;G;
431001;Uso de material descartable (jeringas, agujas, guantes) en internación general. Por día de internación.;0;0;0;5;0;;G;
431002;Uso de material descartable (jeringas, agujas, guantes) en terapia intensiva y cuidados especiales. Por día de internación en la unidad.;0;0;0;12;0;;G;
431101;Intervención quirúrgica con anestecia general. Por acto quirúrgico.;0;0;0;8;0;;G;
431102;Intervención quirúrgca con circulación extracorpórea. Por acto quirúrgico.;0;0;0;42;0;;G;
431103;Asistencia respiratoria en terapia intensiva. Por día de internación.;0;0;0;64;0;;G;
431104;Asistencia respiratoria en cuidados especiales. Por día de internación.;0;0;0;32;0;;G;
431105;Asistencia respiratoria en terapia intensiva neonatológica. Por día de internación.;0;0;0;128;0;;G;
440101;Por hora su utilización.;6;0;0;88;0;;C;
